satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,department,salary,left,,salary_figure,new_salaries,,,,low,,
0.82,0.65,4,168,3,0,0,accounting,low,0,,21133,23500,,,,,,
0.26,0.69,4,180,3,1,0,accounting,low,0,,16301,25500,,,,,,
0.78,0.53,4,177,2,0,0,accounting,low,0,,22836,25500,,,,,,
0.61,0.95,4,191,2,0,0,hr,low,0,,15608,25500,,,,,,
0.5,0.53,3,191,2,1,0,hr,low,0,,17434,24500,,,,,,
0.52,0.96,4,125,3,0,0,hr,low,0,,19194,25500,,,,,,
0.89,0.79,4,152,3,0,0,hr,low,0,,14283,25500,,,,,,
0.85,0.52,4,174,2,0,0,technical,low,0,,19662,25500,,,,,,
0.62,0.86,4,135,3,0,0,technical,low,0,,24151,25500,,,,,,
0.38,0.67,2,117,3,0,0,technical,low,0,,17113,25500,,,,,,
0.55,0.49,2,180,5,1,0,technical,low,0,,22518,23500,,,,,,
0.83,0.84,4,146,3,0,0,technical,low,0,,15029,24500,,,,,,
0.62,0.65,3,249,3,0,0,technical,low,0,,15814,25500,,,,,,
0.6,0.54,3,136,3,1,0,technical,low,0,,22783,24500,,,,,,
0.62,0.5,4,198,3,1,0,technical,low,0,,21520,25500,,,,,,
0.23,0.88,5,201,3,0,0,technical,low,0,,16838,24500,,,,,,
0.13,0.74,6,132,4,1,0,technical,medium,0,,46059,43000,,,,,,
0.96,0.63,4,142,4,0,0,technical,medium,0,,26045,43000,,,,,,
0.5,0.74,5,256,3,1,0,support,medium,0,,31562,43000,,,,,,
0.66,0.72,3,135,2,0,0,support,medium,0,,42472,50000,,,,,,
0.61,0.72,4,209,2,0,0,support,medium,0,,39434,43000,,,,,,
0.45,0.48,5,287,5,0,0,support,medium,0,,29952,43000,,,,,,
0.5,0.95,4,222,3,1,0,support,medium,0,,29122,50000,,,,,,
0.75,0.82,3,227,2,0,0,support,medium,0,,26897,50000,,,,,,
0.88,0.5,4,162,2,0,0,support,medium,0,,45329,50000,,,,,,
0.49,0.79,5,206,2,0,0,support,medium,0,,34864,50000,,,,,,
0.82,0.87,5,273,6,0,0,support,medium,0,,38485,43000,,,,,,
0.92,0.65,4,135,3,0,0,support,medium,0,,32227,50000,,,,,,
0.4,0.85,5,99,2,1,0,support,high,0,,65806,90000,,,,,,
0.36,0.61,4,166,4,0,0,technical,low,0,,21112,25500,,,,,,
0.8,0.99,5,187,3,1,0,technical,medium,0,,47277,56000,,,,,,
0.68,0.65,4,134,3,0,0,technical,medium,0,,42906,50000,,,,,,
0.54,0.45,4,137,3,1,0,management,medium,0,,34028,43000,,,,,,
0.73,0.69,3,175,2,0,0,IT,medium,0,,43001,50000,,,,,,
0.64,0.49,5,188,2,0,0,IT,low,0,,22249,25500,,,,,,
0.12,0.39,5,161,4,0,0,IT,low,0,,18953,23500,,,,,,
0.6,0.7,4,145,6,0,0,IT,low,0,,24764,25500,,,,,,
0.36,0.62,4,111,6,0,0,IT,low,0,,16038,24500,,,,,,
0.63,0.76,3,176,2,0,0,product_mng,low,0,,18203,25500,,,,,,
0.67,0.94,2,192,3,0,0,product_mng,low,0,,24639,23500,,,,,,
0.83,0.9,3,179,2,1,0,product_mng,low,0,,16307,24500,,,,,,
0.48,0.9,4,224,3,0,0,product_mng,low,0,,14908,25500,,,,,,
0.89,0.56,4,241,5,0,0,IT,low,0,,21430,25500,,,,,,
0.71,0.96,3,201,3,0,0,RandD,low,0,,15446,25500,,,,,,
0.31,0.59,4,138,2,0,0,RandD,low,0,,23095,24500,,,,,,
0.89,0.84,5,168,2,0,0,RandD,low,0,,18443,23500,,,,,,
0.38,0.51,2,120,3,0,0,RandD,low,0,,15613,24500,,,,,,
0.88,0.92,3,179,3,0,0,RandD,low,0,,18370,25500,,,,,,
0.64,0.85,3,250,3,0,0,marketing,low,0,,24106,23500,,,,,,
0.65,0.74,4,237,3,1,0,sales,low,0,,14059,24500,,,,,,
0.65,0.81,4,192,3,0,0,accounting,low,0,,21959,23500,,,,,,
0.54,0.97,4,258,3,0,0,support,low,0,,19580,23500,,,,,,
0.69,0.76,4,257,4,0,0,technical,low,0,,17208,24500,,,,,,
0.77,0.78,2,271,3,0,0,management,low,0,,23344,25500,,,,,,
0.28,0.66,3,184,2,0,0,marketing,low,0,,19365,24500,,,,,,
0.33,0.4,6,214,6,0,0,marketing,medium,0,,48052,43000,,,,,,
0.83,0.68,4,198,3,0,0,marketing,medium,0,,40801,43000,,,,,,
0.89,0.73,3,274,2,0,0,sales,medium,0,,36885,50000,,,,,,
0.76,0.6,5,279,2,0,0,sales,medium,0,,46228,43000,,,,,,
0.83,0.64,5,272,2,0,0,sales,medium,0,,42720,56000,,,,,,
0.57,0.85,4,152,3,0,0,sales,medium,0,,45332,50000,,,,,,
0.61,0.89,2,287,4,0,0,sales,medium,0,,44123,50000,,,,,,
0.96,0.89,2,239,6,1,0,sales,medium,0,,30212,43000,,,,,,
0.17,0.5,4,274,6,0,0,sales,medium,0,,28577,56000,,,,,,
0.61,0.6,4,121,2,0,0,sales,medium,0,,40009,50000,,,,,,
0.73,0.74,5,199,2,0,0,sales,medium,0,,31480,56000,,,,,,
0.3,0.39,3,175,3,0,0,sales,medium,0,,38040,43000,,,,,,
0.42,0.67,2,115,3,0,0,sales,high,0,,52462,80000,,,,,,
0.65,0.75,3,194,4,1,0,sales,low,0,,14249,23500,,,,,,
0.17,0.45,2,119,3,0,0,sales,medium,0,,31926,43000,,,,,,
0.12,0.82,5,162,4,1,0,sales,medium,0,,36063,56000,,,,,,
0.7,0.78,5,264,2,0,0,sales,medium,0,,44307,43000,,,,,,
0.87,0.88,3,179,2,0,0,sales,medium,0,,49514,56000,,,,,,
0.43,0.44,5,213,3,0,0,sales,low,0,,17510,25500,,,,,,
0.84,0.65,3,269,2,0,0,sales,low,0,,15217,23500,,,,,,
0.94,0.55,3,160,3,0,0,sales,low,0,,16408,24500,,,,,,
0.89,0.76,4,133,2,0,0,accounting,low,0,,21056,24500,,,,,,
0.69,0.75,5,201,3,0,0,accounting,low,0,,21112,24500,,,,,,
0.18,0.99,4,160,5,0,0,accounting,low,0,,24952,24500,,,,,,
0.98,0.69,3,274,3,0,0,hr,low,0,,16139,23500,,,,,,
0.3,0.88,5,245,4,0,0,hr,low,0,,17349,23500,,,,,,
0.51,0.53,3,237,3,0,0,hr,medium,0,,34783,50000,,,,,,
0.76,0.9,3,279,6,0,0,hr,medium,0,,37091,56000,,,,,,
0.67,0.96,4,207,3,0,0,technical,medium,0,,33122,50000,,,,,,
0.12,0.84,4,218,6,0,0,technical,medium,0,,42274,56000,,,,,,
0.42,0.41,5,240,2,0,0,technical,medium,0,,48524,43000,,,,,,
0.69,0.76,3,153,3,0,0,technical,medium,0,,33262,43000,,,,,,
0.63,0.96,3,144,2,0,0,technical,medium,0,,49366,43000,,,,,,
0.66,0.62,2,159,3,1,0,technical,medium,0,,48548,56000,,,,,,
0.5,0.5,3,237,2,0,0,technical,medium,0,,49888,43000,,,,,,
0.67,0.82,5,148,2,1,0,technical,medium,0,,49612,43000,,,,,,
0.59,0.62,4,205,3,0,0,technical,medium,0,,48707,56000,,,,,,
0.75,0.78,2,264,3,1,0,technical,medium,0,,42201,50000,,,,,,
0.88,0.89,5,189,2,0,0,technical,medium,0,,30287,50000,,,,,,
0.99,0.75,3,243,3,0,0,support,medium,0,,41384,43000,,,,,,
0.44,0.42,2,199,2,0,0,support,medium,0,,33808,43000,,,,,,
0.65,0.78,4,205,2,0,0,support,medium,0,,41082,56000,,,,,,
0.88,0.63,3,184,4,0,0,support,medium,0,,30400,56000,,,,,,
0.58,0.79,2,274,4,0,0,support,medium,0,,28685,56000,,,,,,
0.99,0.9,4,181,3,0,0,support,medium,0,,34697,50000,,,,,,
0.76,0.71,3,205,2,0,0,support,medium,0,,26686,56000,,,,,,
0.14,0.98,5,172,5,0,0,support,medium,0,,33787,56000,,,,,,
0.57,0.86,3,164,2,0,0,support,medium,0,,26909,50000,,,,,,
0.52,0.82,3,138,2,1,0,support,medium,0,,33251,56000,,,,,,
0.71,0.55,5,262,3,0,0,support,medium,0,,36080,50000,,,,,,
0.27,0.75,5,264,3,0,0,technical,medium,0,,44653,43000,,,,,,
0.49,0.52,3,225,2,0,0,technical,high,0,,63584,85000,,,,,,
0.59,0.5,3,199,2,0,0,technical,high,0,,79719,80000,,,,,,
0.24,0.65,6,210,5,0,0,management,high,0,,58689,85000,,,,,,
0.18,0.87,6,226,4,0,0,IT,high,0,,70314,80000,,,,,,
0.73,0.62,5,134,3,0,0,IT,high,0,,69151,90000,,,,,,
0.78,0.63,6,111,6,0,0,IT,high,0,,66876,85000,,,,,,
0.94,0.73,5,142,2,1,0,IT,high,0,,52602,90000,,,,,,
0.86,0.53,3,213,3,0,0,IT,high,0,,67334,90000,,,,,,
0.97,0.88,4,139,2,0,0,product_mng,high,0,,63222,85000,,,,,,
0.49,0.54,3,145,3,0,0,product_mng,high,0,,75517,85000,,,,,,
0.82,0.48,4,149,6,0,0,product_mng,high,0,,69970,80000,,,,,,
0.86,0.64,4,147,2,1,0,product_mng,high,0,,57442,80000,,,,,,
0.3,0.39,3,193,3,1,0,IT,low,0,,19889,24500,,,,,,
0.7,0.38,4,270,2,0,0,RandD,low,0,,23174,23500,,,,,,
0.8,0.78,5,266,3,0,0,RandD,low,0,,14668,25500,,,,,,
0.36,0.63,2,278,4,0,0,RandD,low,0,,21837,24500,,,,,,
0.4,0.61,3,165,2,0,0,RandD,low,0,,18084,23500,,,,,,
0.8,0.58,4,175,2,0,0,RandD,low,0,,17031,25500,,,,,,
0.98,0.73,4,140,4,0,0,marketing,low,0,,19209,25500,,,,,,
0.92,0.67,3,149,3,0,0,sales,low,0,,19394,23500,,,,,,
0.68,1,3,205,4,0,0,accounting,low,0,,22964,25500,,,,,,
1,0.59,3,253,3,0,0,support,low,0,,22931,24500,,,,,,
0.8,0.54,3,222,4,0,0,technical,low,0,,21221,25500,,,,,,
0.85,0.69,4,216,4,0,0,management,low,0,,18490,24500,,,,,,
0.69,0.6,3,139,2,0,0,marketing,low,0,,22692,23500,,,,,,
0.57,0.52,4,252,2,0,0,marketing,low,0,,24608,24500,,,,,,
0.33,0.72,2,173,2,0,0,marketing,low,0,,17873,24500,,,,,,
0.19,0.48,6,178,3,1,0,sales,medium,0,,29119,50000,,,,,,
0.5,0.63,3,160,2,0,0,sales,medium,0,,38796,43000,,,,,,
0.52,0.88,3,261,4,0,0,sales,medium,0,,46446,43000,,,,,,
0.13,0.52,6,188,3,0,0,sales,medium,0,,39568,43000,,,,,,
0.18,0.73,4,219,5,0,0,sales,medium,0,,46243,56000,,,,,,
0.86,0.64,4,263,3,0,0,sales,medium,0,,40350,50000,,,,,,
0.86,0.59,4,165,3,0,0,sales,medium,0,,47175,56000,,,,,,
0.16,0.76,6,218,6,0,0,sales,medium,0,,37662,56000,,,,,,
0.43,0.46,2,239,3,1,0,sales,medium,0,,48697,50000,,,,,,
0.79,0.63,3,212,2,1,0,sales,medium,0,,28096,56000,,,,,,
0.51,0.67,4,133,3,0,0,sales,medium,0,,36012,56000,,,,,,
0.83,0.55,5,250,3,1,0,sales,medium,0,,39953,43000,,,,,,
0.61,0.45,3,114,3,0,0,sales,high,0,,52245,80000,,,,,,
0.65,0.57,3,168,2,0,0,sales,high,0,,59340,85000,,,,,,
0.95,0.83,4,252,2,0,0,sales,high,0,,60835,85000,,,,,,
0.63,0.64,5,189,4,0,0,sales,high,0,,78574,90000,,,,,,
0.72,0.6,3,265,2,1,0,sales,high,0,,52969,90000,,,,,,
0.8,0.57,3,176,3,0,0,sales,high,0,,72159,85000,,,,,,
0.7,0.57,4,150,4,0,0,sales,high,0,,72678,80000,,,,,,
0.45,0.79,5,97,6,1,0,accounting,high,0,,58023,90000,,,,,,
0.64,0.85,4,265,2,0,0,accounting,low,0,,20852,23500,,,,,,
0.94,0.48,4,260,4,0,0,accounting,low,0,,14029,23500,,,,,,
0.57,0.76,4,164,2,0,0,hr,low,0,,23217,24500,,,,,,
0.35,0.56,4,142,2,0,0,hr,low,0,,18257,23500,,,,,,
0.75,0.81,2,247,4,0,0,hr,low,0,,16117,24500,,,,,,
0.7,0.92,5,182,3,0,0,hr,low,0,,23910,23500,,,,,,
0.7,0.47,2,238,3,0,0,technical,low,0,,21375,25500,,,,,,
0.61,0.62,3,191,3,0,0,technical,low,0,,24644,25500,,,,,,
0.78,0.87,4,178,3,0,0,technical,medium,0,,48341,50000,,,,,,
0.97,0.77,4,208,2,0,0,technical,medium,0,,35258,50000,,,,,,
0.51,0.76,3,256,2,0,0,technical,medium,0,,49630,50000,,,,,,
0.56,0.71,5,243,3,0,0,technical,medium,0,,33514,43000,,,,,,
0.87,0.55,3,233,3,0,0,technical,medium,0,,39957,43000,,,,,,
0.64,0.78,5,200,3,0,0,technical,medium,0,,47186,50000,,,,,,
0.6,0.85,2,226,2,1,0,technical,medium,0,,37321,50000,,,,,,
0.9,0.76,2,150,2,0,0,technical,medium,0,,29245,50000,,,,,,
0.54,0.62,2,141,2,0,0,technical,medium,0,,36694,56000,,,,,,
0.23,0.8,5,139,3,0,0,support,medium,0,,45920,43000,,,,,,
0.8,0.81,3,199,4,1,0,support,medium,0,,47752,56000,,,,,,
0.23,0.78,4,154,6,1,0,support,medium,0,,41380,50000,,,,,,
0.81,0.51,3,247,2,0,0,support,medium,0,,46791,43000,,,,,,
0.35,0.6,5,239,5,0,0,support,medium,0,,38486,56000,,,,,,
0.67,0.8,4,137,2,0,0,support,medium,0,,48512,50000,,,,,,
0.46,0.6,4,119,5,0,0,support,medium,0,,33075,50000,,,,,,
0.84,0.98,4,134,5,1,0,support,medium,0,,46845,56000,,,,,,
0.92,0.79,3,243,4,0,0,support,medium,0,,33469,50000,,,,,,
0.75,0.93,5,210,3,0,0,support,medium,0,,44057,56000,,,,,,
0.7,0.57,4,265,2,0,0,support,medium,0,,48696,56000,,,,,,
0.7,0.75,4,204,3,0,0,technical,medium,0,,39863,50000,,,,,,
0.9,0.81,6,273,5,0,0,technical,medium,0,,43170,43000,,,,,,
0.8,1,3,177,2,0,0,technical,medium,0,,44194,43000,,,,,,
0.5,0.65,5,285,6,0,0,management,high,0,,70776,90000,,,,,,
0.84,0.72,4,222,2,0,0,IT,low,0,,20770,24500,,,,,,
0.48,0.94,3,185,2,1,0,IT,medium,0,,30106,50000,,,,,,
0.98,0.87,5,151,6,0,0,IT,medium,0,,44132,56000,,,,,,
0.64,0.96,3,109,4,0,0,IT,medium,0,,41878,43000,,,,,,
0.58,0.53,4,192,4,0,0,IT,medium,0,,40750,43000,,,,,,
0.66,0.89,4,139,3,0,0,product_mng,medium,0,,29588,56000,,,,,,
0.76,0.98,4,191,2,0,0,product_mng,medium,0,,49189,56000,,,,,,
0.32,0.42,6,114,3,0,0,product_mng,medium,0,,40838,50000,,,,,,
0.49,0.87,3,212,2,0,0,product_mng,medium,0,,41666,50000,,,,,,
0.81,0.51,3,162,2,0,0,IT,medium,0,,37140,50000,,,,,,
0.42,0.48,5,191,5,0,0,RandD,medium,0,,34693,50000,,,,,,
0.17,0.85,3,234,3,0,0,RandD,low,0,,14517,24500,,,,,,
0.49,0.59,4,265,3,0,0,RandD,low,0,,15704,25500,,,,,,
0.34,0.69,6,283,2,0,0,RandD,low,0,,22767,23500,,,,,,
0.86,0.81,3,232,4,0,0,RandD,low,0,,18870,25500,,,,,,
0.51,0.71,4,208,3,1,0,marketing,low,0,,14013,23500,,,,,,
0.49,0.99,4,258,3,1,0,sales,low,0,,14792,23500,,,,,,
0.49,0.63,3,175,2,0,0,accounting,low,0,,18601,23500,,,,,,
0.51,0.59,3,238,3,0,0,support,high,0,,67569,80000,,,,,,
0.64,0.52,3,166,3,0,0,technical,low,0,,21373,23500,,,,,,
0.62,0.85,4,225,2,0,0,management,high,0,,59707,90000,,,,,,
0.81,0.52,4,221,6,0,0,marketing,high,0,,70386,90000,,,,,,
0.95,0.57,2,263,3,0,0,marketing,low,0,,18245,24500,,,,,,
0.88,0.66,4,218,4,1,0,marketing,low,0,,14056,25500,,,,,,
0.87,0.68,5,236,4,0,0,sales,high,0,,65418,90000,,,,,,
0.73,0.68,5,133,2,0,0,sales,low,0,,23841,23500,,,,,,
0.98,0.73,2,237,3,0,0,sales,medium,0,,41776,56000,,,,,,
0.77,0.48,3,204,6,0,0,sales,high,0,,66880,85000,,,,,,
0.76,0.99,3,166,3,0,0,sales,medium,0,,40347,56000,,,,,,
0.21,0.93,4,189,2,1,0,sales,medium,0,,46786,50000,,,,,,
0.72,0.63,4,251,3,0,0,sales,medium,0,,33922,56000,,,,,,
0.41,0.56,2,121,2,0,0,sales,medium,0,,40189,56000,,,,,,
0.9,0.56,3,149,2,0,0,sales,high,0,,76420,85000,,,,,,
0.96,0.9,5,198,2,0,0,sales,medium,0,,49089,56000,,,,,,
0.61,0.48,4,163,3,0,0,sales,medium,0,,40459,43000,,,,,,
0.6,0.8,4,222,2,0,0,sales,medium,0,,28685,56000,,,,,,
0.5,0.76,2,107,4,0,0,sales,high,0,,73569,85000,,,,,,
0.79,0.61,4,162,2,0,0,sales,medium,0,,34879,56000,,,,,,
0.32,0.69,6,192,3,0,0,sales,high,0,,53276,80000,,,,,,
0.85,0.59,5,236,3,0,0,sales,low,0,,17706,23500,,,,,,
0.9,0.62,5,225,2,0,0,sales,medium,0,,30776,43000,,,,,,
0.74,0.54,4,167,2,0,0,sales,medium,0,,31705,56000,,,,,,
0.21,0.76,6,219,4,1,0,sales,medium,0,,43331,56000,,,,,,
0.91,0.61,3,255,3,0,0,accounting,medium,0,,38174,50000,,,,,,
0.9,0.66,5,137,2,0,0,accounting,low,0,,19019,24500,,,,,,
0.74,0.99,4,193,3,0,0,accounting,low,0,,15957,24500,,,,,,
0.76,0.75,3,239,2,0,0,hr,low,0,,17556,24500,,,,,,
0.45,0.61,5,179,5,0,0,hr,low,0,,24250,24500,,,,,,
0.73,0.63,3,205,2,1,0,hr,low,0,,17178,24500,,,,,,
0.6,0.73,3,140,5,1,0,hr,low,0,,22926,23500,,,,,,
0.8,0.77,5,256,2,0,0,technical,low,0,,14082,24500,,,,,,
0.53,0.7,4,243,3,0,0,technical,low,0,,19441,23500,,,,,,
0.97,0.63,5,163,3,0,0,technical,low,0,,22222,24500,,,,,,
0.64,0.99,3,167,2,0,0,technical,low,0,,17741,23500,,,,,,
0.92,0.59,4,190,5,0,0,technical,high,0,,51557,85000,,,,,,
0.6,0.57,5,145,3,1,0,technical,low,0,,16502,23500,,,,,,
1,0.6,4,265,4,0,0,technical,low,0,,21888,24500,,,,,,
0.69,0.63,4,272,2,0,0,technical,low,0,,17405,23500,,,,,,
0.53,0.45,5,140,5,0,0,technical,low,0,,17163,25500,,,,,,
0.63,0.58,4,236,2,0,0,technical,high,0,,72933,80000,,,,,,
0.57,0.89,4,255,3,1,0,technical,low,0,,15746,23500,,,,,,
0.79,0.45,5,131,6,0,0,support,low,0,,21461,24500,,,,,,
0.68,0.92,4,209,6,0,0,support,low,0,,18745,23500,,,,,,
0.56,0.61,3,250,2,0,0,support,high,0,,62271,85000,,,,,,
0.48,0.51,3,201,2,1,0,support,low,0,,15061,23500,,,,,,
0.59,0.67,4,271,2,0,0,support,medium,0,,46879,43000,,,,,,
0.34,0.76,6,237,5,0,0,support,high,0,,59800,80000,,,,,,
0.98,0.87,3,239,4,0,0,support,medium,0,,42024,56000,,,,,,
0.36,0.45,2,135,3,1,0,support,high,0,,51645,80000,,,,,,
0.6,0.58,2,182,2,0,0,support,medium,0,,33422,56000,,,,,,
0.24,0.54,6,193,4,0,0,support,medium,0,,49404,43000,,,,,,
0.67,0.72,4,192,3,1,0,support,medium,0,,43943,56000,,,,,,
0.17,0.6,5,144,6,0,0,technical,medium,0,,34500,43000,,,,,,
0.57,0.58,3,251,3,0,0,technical,medium,0,,28941,50000,,,,,,
0.7,0.85,3,161,2,0,0,technical,medium,0,,29955,56000,,,,,,
0.73,0.62,3,171,3,0,0,management,medium,0,,37591,56000,,,,,,
0.61,0.86,4,153,5,0,0,IT,medium,0,,27884,43000,,,,,,
0.95,0.96,4,161,2,0,0,IT,high,0,,76505,80000,,,,,,
0.85,0.55,3,226,4,0,0,IT,low,0,,21929,24500,,,,,,
0.72,0.9,3,193,3,0,0,IT,medium,0,,35956,56000,,,,,,
0.84,0.66,4,204,3,0,0,IT,medium,0,,33607,50000,,,,,,
0.57,0.47,2,158,2,0,0,product_mng,medium,0,,40671,56000,,,,,,
0.69,0.69,3,236,4,0,0,product_mng,medium,0,,33660,43000,,,,,,
0.57,0.68,4,191,3,0,0,product_mng,medium,0,,49033,56000,,,,,,
0.52,0.59,6,104,4,0,0,product_mng,medium,0,,28445,43000,,,,,,
0.56,0.55,3,245,2,0,0,IT,medium,0,,42302,43000,,,,,,
0.75,0.74,3,186,3,1,0,RandD,medium,0,,31594,50000,,,,,,
0.98,0.75,5,168,4,1,0,RandD,medium,0,,38503,43000,,,,,,
0.48,0.55,4,262,3,1,0,RandD,high,0,,79724,90000,,,,,,
0.35,0.67,2,116,3,0,0,RandD,low,0,,16478,24500,,,,,,
0.66,0.93,4,187,2,0,0,RandD,low,0,,16712,23500,,,,,,
0.79,0.9,5,184,3,0,0,marketing,low,0,,24741,24500,,,,,,
0.86,0.53,4,155,3,0,0,marketing,high,0,,73157,90000,,,,,,
0.88,1,5,190,2,0,0,sales,low,0,,23476,25500,,,,,,
0.83,0.64,3,242,3,0,0,accounting,low,0,,16565,23500,,,,,,
0.8,0.64,5,204,2,0,0,support,low,0,,16774,23500,,,,,,
0.64,0.69,4,232,3,0,0,technical,high,0,,71380,85000,,,,,,
0.72,0.59,4,245,2,0,0,management,low,0,,23910,24500,,,,,,
0.67,0.61,3,251,2,0,0,marketing,low,0,,17720,24500,,,,,,
0.75,0.7,4,179,2,0,0,marketing,low,0,,17238,24500,,,,,,
0.65,0.95,4,153,2,0,0,marketing,low,0,,18646,23500,,,,,,
0.98,0.98,5,210,6,0,0,sales,low,0,,14627,23500,,,,,,
0.68,0.8,2,257,2,1,0,sales,low,0,,17754,24500,,,,,,
0.52,0.37,3,137,4,0,0,sales,low,0,,15351,24500,,,,,,
0.68,0.93,4,179,2,0,0,sales,medium,0,,36326,50000,,,,,,
0.92,0.74,4,213,3,0,0,sales,medium,0,,47529,50000,,,,,,
0.86,0.79,3,106,6,1,0,sales,medium,0,,31010,43000,,,,,,
0.5,0.99,4,272,2,0,0,sales,medium,0,,43005,50000,,,,,,
0.35,0.37,4,153,2,0,0,sales,medium,0,,41813,43000,,,,,,
0.76,0.97,5,172,3,0,0,sales,medium,0,,42538,50000,,,,,,
0.66,0.95,4,224,2,0,0,sales,medium,0,,47068,43000,,,,,,
0.58,0.71,3,230,3,1,0,sales,medium,0,,49920,50000,,,,,,
0.55,0.97,4,222,4,0,0,sales,medium,0,,42965,56000,,,,,,
0.9,0.53,3,270,3,0,0,sales,medium,0,,28274,56000,,,,,,
0.75,0.71,4,205,3,0,0,sales,medium,0,,48651,43000,,,,,,
0.9,0.63,4,134,3,1,0,sales,medium,0,,40185,43000,,,,,,
0.14,0.54,5,275,4,1,0,sales,high,0,,65474,80000,,,,,,
0.86,0.57,4,183,3,0,0,sales,low,0,,21980,25500,,,,,,
0.56,0.84,4,143,4,0,0,sales,medium,0,,33538,50000,,,,,,
0.54,0.63,5,259,2,0,0,sales,medium,0,,36161,43000,,,,,,
0.36,0.8,5,186,4,0,0,accounting,medium,0,,33824,50000,,,,,,
0.82,0.59,3,155,3,0,0,accounting,medium,0,,40164,56000,,,,,,
0.49,0.42,2,266,3,0,0,accounting,low,0,,15208,23500,,,,,,
0.77,0.97,3,215,2,0,0,hr,low,0,,20513,24500,,,,,,
0.64,0.83,4,179,3,0,0,hr,low,0,,15945,23500,,,,,,
0.93,0.53,3,217,3,0,0,hr,low,0,,17451,24500,,,,,,
0.96,0.94,5,235,3,0,0,hr,low,0,,16273,23500,,,,,,
0.6,0.97,3,164,2,0,0,technical,low,0,,22859,24500,,,,,,
0.58,0.55,3,178,5,0,0,technical,low,0,,22761,24500,,,,,,
0.52,0.49,5,170,3,0,0,technical,low,0,,21428,23500,,,,,,
0.74,0.79,5,241,3,0,0,technical,low,0,,21690,23500,,,,,,
0.64,0.99,4,222,2,0,0,technical,low,0,,15346,25500,,,,,,
0.93,0.59,3,233,3,0,0,technical,low,0,,14158,24500,,,,,,
0.76,0.49,5,243,3,0,0,technical,low,0,,23662,23500,,,,,,
0.5,0.54,4,175,2,0,0,technical,low,0,,22005,24500,,,,,,
0.79,0.55,4,266,3,0,0,technical,low,0,,20284,25500,,,,,,
0.97,0.95,5,201,2,0,0,technical,low,0,,14859,25500,,,,,,
0.6,0.49,5,259,4,0,0,technical,low,0,,16906,24500,,,,,,
0.84,0.73,5,105,5,0,0,support,low,0,,18884,24500,,,,,,
0.75,0.99,5,189,3,0,0,support,low,0,,16690,25500,,,,,,
0.24,0.91,4,232,2,0,0,support,low,0,,18995,25500,,,,,,
0.24,0.91,5,258,6,0,0,support,low,0,,24124,23500,,,,,,
0.51,0.58,5,173,3,0,0,support,low,0,,17328,24500,,,,,,
0.5,0.88,4,147,3,0,0,support,medium,0,,49395,43000,,,,,,
0.66,0.36,3,256,6,0,0,support,medium,0,,27261,56000,,,,,,
0.97,0.77,3,206,4,0,0,support,medium,0,,42227,43000,,,,,,
0.61,0.5,4,175,3,0,0,support,medium,0,,48560,50000,,,,,,
0.77,0.49,4,274,2,1,0,support,medium,0,,35231,50000,,,,,,
0.74,0.64,3,229,3,0,0,support,medium,0,,29362,43000,,,,,,
0.92,0.98,4,161,3,0,0,technical,medium,0,,47749,43000,,,,,,
0.78,0.99,2,188,2,0,0,technical,medium,0,,38829,43000,,,,,,
0.56,0.57,3,205,3,0,0,technical,medium,0,,36197,43000,,,,,,
0.82,0.63,3,246,3,0,0,management,medium,0,,39037,50000,,,,,,
0.26,0.98,5,161,5,0,0,IT,medium,0,,35248,50000,,,,,,
0.69,0.85,5,246,3,0,0,IT,medium,0,,47593,43000,,,,,,
0.78,0.83,4,158,3,0,0,IT,high,0,,57006,85000,,,,,,
0.67,0.86,3,175,3,0,0,IT,low,0,,19020,23500,,,,,,
0.77,0.91,5,268,3,1,0,IT,medium,0,,34239,43000,,,,,,
0.8,0.63,4,211,2,0,0,product_mng,medium,0,,38078,43000,,,,,,
0.51,0.51,3,274,2,0,0,product_mng,medium,0,,39241,50000,,,,,,
0.77,0.52,4,241,3,0,0,product_mng,medium,0,,27340,56000,,,,,,
0.65,0.71,3,170,2,0,0,product_mng,low,0,,22182,23500,,,,,,
0.58,0.53,3,287,5,0,0,IT,low,0,,24151,25500,,,,,,
0.67,0.39,2,235,6,0,0,RandD,low,0,,19473,25500,,,,,,
0.33,0.39,3,98,3,1,0,RandD,low,0,,15117,24500,,,,,,
0.78,0.66,6,105,5,1,0,RandD,low,0,,24332,23500,,,,,,
0.58,0.83,3,226,3,0,0,RandD,low,0,,14704,23500,,,,,,
0.63,0.59,4,171,4,0,0,RandD,low,0,,23611,23500,,,,,,
0.63,0.51,4,153,4,0,0,RandD,low,0,,21356,23500,,,,,,
0.59,0.55,3,183,4,0,0,marketing,low,0,,23455,24500,,,,,,
0.6,0.9,5,139,3,0,0,sales,low,0,,18467,24500,,,,,,
0.93,0.9,5,210,3,0,0,accounting,low,0,,19491,23500,,,,,,
0.78,0.77,2,177,4,0,0,support,low,0,,17037,25500,,,,,,
0.65,0.6,3,148,2,0,0,technical,low,0,,17170,24500,,,,,,
1,0.61,4,198,2,0,0,management,low,0,,17646,23500,,,,,,
0.96,1,3,137,4,1,0,marketing,low,0,,16466,24500,,,,,,
